"Sector(s):","Total Bilateral Aid To All Sectors","","Flow(s):","ODA","","Donor(s):","All Donors, Total","","Flow Type(s):","Net Disbursements","","Amount:","Current Prices (USD millions)","",

"","Time Period","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016",
"Recipient(s)",
"Nauru","","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","0.01","..","0.01","..","0.02","0.03","0.03","0.02","0.03","0.03","0.05","0.04","0.06","0.18","0.05","0.16","0.38","0.41","0.42","11.12","2.53","3.25","2.62","2.12","6.55","4","7.26","11.72","16.14","13.75","9.24","17.52","25.61","31.24","23.51","27.78","37.53","35.62","28.75","22.52","31.25","23.43"
"Nepal","","8.62","10.73","9.04","16.22","19.49","17.88","15.18","13.97","10.9","10.84","23.43","23.84","30.13","35.2","32.02","43.66","49.63","77.48","75.79","133.76","159.99","178.22","196.79","197.87","193.93","230.62","295.01","350.29","408.36","497.88","422.84","448.76","430.87","363.41","446.62","429.56","389.23","401.87","400.86","348.5","386.42","388.99","342.91","464.48","425.94","423.13","527.67","616.82","697.02","853.75","814.41","886.63","769.68","873.33","883.82","1224.78","1065.92"
"Netherlands Antilles","","0.1","0.54","0.59","2.73","12.92","5.76","1.52","15.88","18.37","19.02","27.4","25.15","34.65","22.25","28.75","33.27","49.24","41.45","47.91","56.87","96.57","73.63","64.93","65.1","62.97","64.81","57.52","64.48","53.42","61.13","57.99","82.1","92.45","79.9","37.74","98.39","120.68","110.61","129.08","126.98","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
"New Caledonia","","..","..","..","..","..","..","17.2","11.61","15.81","16.5","22.87","38.23","54.96","74.64","62.05","64.71","46.49","78.06","115.01","148.65","197.97","150.17","158.66","181.9","130.51","145.37","206.59","282.63","261.1","281.6","302.41","310.68","357.98","394.73","408.43","451.21","396.14","338.82","338.39","314.51","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
"Nicaragua","","7.7","8.34","7.1","7.95","9.28","10.45","16.65","16.47","16.87","18.46","23.75","19.27","13.58","33.09","46.69","41.37","39.04","36.38","41.3","113.55","218.45","144.94","120.01","119.8","113.61","108.2","157.4","144.36","219.76","242.15","329.56","834.99","653.37","314.77","594.26","649.13","930.86","412.88","603.84","673.87","561.97","931.91","517.39","836.63","1241.44","764.52","739.93","837.34","738.51","774.5","660.39","691.5","532.32","495.8","432.17","457.92","430.51"
"Niger","","0.04","1.99","4.38","4.51","14.86","15.13","22.07","22.02","30.65","33.38","31.54","40.89","43.24","70.85","134.81","137.27","125.71","95.02","155.23","172.53","165.43","191.36","257.16","173.57","157.75","297.64","303.71","354.65","371.41","298.05","387.59","369.56","356.71","338.52","372.95","272.39","252.06","333.23","292.34","187.27","209.21","258.98","295.81","481.02","548.68","523.09","541.94","575.45","615.45","470.63","741.38","644.67","891.14","797.3","917.78","867.99","951.2"
"Nigeria","","32.64","30.39","30.98","20.72","44.97","75.31","68.36","72.8","68.8","85.11","107.54","107.11","83","76.38","72.61","81.38","51.82","42.01","40.15","25.74","34.4","39.25","34.95","46.75","32.39","31.71","58.12","67.62","118.08","344","255.08","258.32","258.82","288.42","189.66","210.96","188.75","199.84","203.34","151.99","173.8","167.82","299.55","309.85","578.77","6401.79","11431.96","1958.6","1293.72","1639.23","2052.36","1809.86","1916.17","2515.72","2478.6","2431.54","2500.71"
"Niue","","..","..","..","..","..","..","..","..","..","..","..","..","1.34","1.65","2.9","2.27","2.78","3.4","4.2","4.97","3.69","4.18","4.39","5.56","3.15","3.53","4.16","6.73","5.25","5.59","7.16","9.41","4.71","4.61","6.95","8.24","6.72","5.32","4.22","4.27","3.34","3.36","4.54","9.11","14.31","21.24","9.03","14.77","18.04","7.31","15.19","20.85","20.12","18.29","13.63","19.54","20.69"
"Northern Mariana Islands","","5","6.01","8.02","17.01","11.08","18.21","18.08","20.22","29.91","46.11","48.19","53.26","57.21","65.61","75.28","81.33","89.57","91.61","101.21","111.67","109.14","136.29","161.84","133.86","185.23","158.98","232.06","185.28","152.21","158.75","63.11","29.14","7.39","88.95","2.3","-0.7","-1.57","0.69","0.2","0.12","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
"Oman","","0.25","0.33","0.44","0.36","4.06","1.84","0.62","0.94","0.05","0.04","0.07","2.04","9.86","22.54","169.63","140.13","170.44","363.25","60.62","243.84","219.33","252","136.54","71.23","106.43","77.58","103.85","44.92","5.1","24.69","68.2","13.09","39.63","129.68","155.47","75.09","82.93","100.4","555.74","53.15","79.67","8.31","76.97","64.31","100.34","19.04","54.07","213.98","74.65","144.49","-21.61","..","..","..","..","..",".."
"Pakistan","","253.56","252.74","379.79","485.78","510.32","498.86","372.66","481.82","400.66","327.91","420.83","426.04","304.73","282.35","471.18","747.32","1014.97","615.78","640.45","716.85","1180.88","820.78","913.58","726.05","727.48","767.49","913.1","815.8","1353.21","1410.71","1126.89","1419.82","1023.03","1062.79","1607.63","822.82","1039.17","902.09","1060.41","747.67","706.57","1946.77","2109.22","1072.78","1434.14","1616.73","2178.77","2294.21","1500.11","2762.39","3020.7","3498.04","2017.41","2194.47","3615.82","3747.53","2952.86"
"Palau","","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","0.01","0.01","201.89","142.32","63.02","38.38","89.12","28.84","39.13","34.28","31.46","25.83","19.78","23.67","37.39","22.41","42.94","35.62","28.75","27.98","15.46","35.42","23.48","13.93","17.69"
"Panama","","12.69","9.11","10.76","19.03","12.03","32.96","19.96","20.41","12.9","17.81","21.08","31.45","19.61","26.92","24.69","32.86","41.55","34.8","29.07","34.75","45.06","39.17","40.88","46.79","71.76","68.98","51.94","40.28","22.53","20.09","99.34","103.61","156.74","71.1","32.27","40.35","49.92","46.2","23.7","15.51","17.36","27.75","22.14","27.48","22.46","20.23","32.68","-133.69","29.74","62","127.16","110.17","51.35","9.21","-193.26","10.25","22.61"
"Papua New Guinea","","0.01","0.01","..","0.01","..","82.56","85.59","98.26","110.22","118.89","147.66","144.56","193.96","196.33","263.17","305.01","240.16","254.89","295.66","283.92","325.53","335.4","310.33","332.52","319.89","257.09","258.8","317.51","374.1","336.77","412.4","398.39","446.17","307.01","323.94","371.26","382.42","346.47","361.63","216.03","275.21","202.91","202.32","221.21","268.98","266.75","279.93","325.49","302.14","401.51","512.4","612.78","670.27","657.44","581.91","591.39","527.9"
"Paraguay","","9.32","9.07","3.89","10.22","10.55","9.55","12.4","17.76","20.64","18.58","18.84","22.88","25","24.52","34.91","36.95","41.13","47.88","42.81","30.34","30.47","54.48","85.04","51.26","50.34","49.99","66.17","80.75","75.87","93.37","57.19","145.39","98.13","128.69","95.11","139.34","88.48","108.14","76.73","80.25","83.44","63.21","58.48","52.4","22.31","51.22","56.08","108.01","134.82","148.69","121.01","93.08","104.57","130.71","62.42","60.18","88.92"
"Peru","","-11.84","-20.42","6.21","11.88","25.23","56.42","45.25","50.85","53.06","39.11","56.49","54.41","62.33","94.92","80.44","76.58","83.45","101.08","144","201.37","200.71","228.83","183.42","289.45","307.12","312.29","268.93","291.94","273.18","307","397.08","610.52","406.78","565","334.87","372.12","328.9","393.24","498.01","447.37","401.55","453.69","491.54","499.94","469.38","455.67","459.68","314.57","468.61","437.75","-296.31","597.81","385.56","363.66","328.3","334.83","320.21"
"Philippines","","51.73","19","30.51","21.96","73.18","92.4","42.02","82.96","65.21","80.6","46.04","72.82","163.22","222.12","157.45","176.84","184.97","181.15","247.52","266.98","298.53","374.84","330.96","423.11","380.12","458.79","918.98","730.8","819.08","822.45","1270.62","1050.25","1719.54","1490.32","1063.85","912.33","908.15","679.87","613.98","686.24","575.14","571.83","553.4","716.19","450.15","567.71","570","609.28","38.29","307.89","541.34","-183.73","-3.37","192.06","677.44","515.31","286.85"
"Qatar","","..","..","..","-0.02","..","..","0.01","0.01","..","0.04","0.06","0.1","0.2","0.3","0.51","0.77","1.26","0.84","0.14","0.17","0.54","0.85","0.86","1.05","1.33","1.86","2.35","2.83","1.83","4.99","2.97","2.88","2.92","3.77","3.22","3.74","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
"Rwanda","","7.53","7.18","11.06","6.72","7.24","8.17","11.91","13.43","16.08","17.65","21.74","25.13","30.09","38.82","46.5","90.37","78.76","94.96","124.24","147.21","154.11","153.3","150.25","148.72","162.78","176.63","205.03","238.97","244.91","225.63","287.92","359.16","348.93","353.91","711.75","694.7","465.31","229.73","350.13","373.14","321.46","304.66","359.59","335.96","491.14","572.71","605.39","780.04","935.5","934.25","1033.09","1263.21","878.64","1086.29","1035.03","1085.33","1148.36"
"Saint Helena","","0.45","0.05","0.79","0.45","0.69","0.66","2.36","1.08","0.87","0.96","1.04","1.22","1.75","1.77","2.64","2.79","2.82","4.15","7.15","8.35","8.83","8.29","10.23","9.92","10","12.15","13.53","20.09","27.14","47.21","24.74","15.38","15.8","14.77","14.12","12.59","15.88","15.07","15.75","13.78","18.67","15.17","13.92","17.98","26.25","22.55","28.13","44.09","65.95","34.77","53.67","83.94","168.23","138.82","131.35","81.92","106.49"
"Saint Kitts and Nevis","","..","..","..","..","..","..","..","..","..","..","..","..","..","0.01","3.6","1.6","2.56","2.04","2.05","1.77","6.21","3.78","3.2","2.83","3.61","4.45","5.51","7.45","14.09","13.44","8.12","7.51","8.07","10.77","6.21","3.9","6.83","7.23","6.69","4.76","3.99","10.13","28.1","0.09","-0.08","2.61","5.24","3.44","46.82","3.21","11.48","15.76","21.74","30.05","..","..",".."
"Saint Lucia","","..","..","..","..","..","..","..","..","..","..","..","..","..","0.09","7.46","8.83","7.19","4.4","3.71","2.13","8.63","11.48","8.16","6.89","5.65","6.98","11.66","10.71","17.96","18.67","12.31","23.12","27.12","25.63","31.5","48.22","38.58","25.46","6.21","25.74","11.09","16.33","33.29","15.56","-21.67","10.68","18.64","19.44","16.69","38.99","41.15","35.29","26.8","25.36","19.37","13.76","15.23"
"Saint Vincent and the Grenadines","","..","..","..","..","..","..","..","..","..","..","..","..","..","0.12","3.66","5.98","4.42","3.95","4.44","5.7","9.7","9.14","7.58","5.26","3.96","5.49","12.41","13.34","16.95","15.3","15.37","15.93","18.13","13.69","12.62","47.64","26.32","5.94","20.66","16.49","6.3","8.12","4.57","6.27","10.58","7.86","4.8","65.85","26.28","28.78","16.85","17.76","8.31","8.52","9.89","13.5","9.18"
"Samoa","","..","0.03","0.09","0.17","0.21","0.23","0.42","0.78","1.09","0.51","1.49","1.95","3.07","3.42","5.5","12.98","11.11","20.04","19.89","29.65","24.66","24.86","22.58","26.57","20.05","19.07","22.78","34.62","29.97","30.87","47.55","56.92","49.12","52.41","48.27","43.2","32.35","27.41","35.95","23.4","27.5","43.12","37.48","33.24","31.05","43.68","47.14","37.47","41.02","74.71","148.2","97.71","117.29","113.01","93.99","93.72","87.64"
"Sao Tome and Principe","","0.11","1.01","..","..","..","..","1.06","0.38","0.21","..","..","..","..","..","..","0.84","11.65","3.04","3.98","2.95","3.82","6","9.84","11.58","11.17","12.21","12.35","17.22","24.43","44.5","54.12","51.01","56.43","46.49","49.93","84.09","47.4","33.42","28.06","27.52","34.94","38.18","26.09","37.85","33.68","32.7","23.06","51.07","47.29","30.46","50.19","73.48","50.7","53.75","41.38","48.95","47.03"
"Saudi Arabia","","8.01","-0.19","-10.25","-2.53","-0.43","0.35","0.32","0.43","0.5","1.36","1.46","1.91","2.23","2.73","3.61","2.99","1.78","6.69","6.15","10.73","12.83","25.44","46.34","42.37","35.1","27.48","30.18","21.32","18.71","13.61","14.66","13.79","49.81","29.07","16.72","16.99","14.08","1.38","16.59","22.15","21.96","13.11","16.78","13.79","20.24","25.11","24.3","-131.07","..","..","..","..","..","..","..","..",".."
"Senegal","","0.13","0.24","12.84","11.18","57.46","47.52","43.84","48.07","49.23","55.24","42.51","53.24","48.2","78.44","138.16","139.39","118.05","119.69","212.5","303.84","261.11","394.86","284.62","326.43","361.89","290.48","580.23","664.23","599.75","710.79","811.73","627.52","662.38","493.12","635.49","652.34","573.88","424.53","502.08","535.98","432.15","423.58","445.28","458.28","1066.34","701.35","869.36","865.33","1065.83","1017.99","936.4","1054.6","1075.78","994.48","1108.68","879.12","736.39"
"Serbia","","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","49.22","95.06","69.51","97.36","108.23","707.4","1134.27","1304.18","2084.64","1310.48","1159.7","1068.49","1579.59","842.46","975.89","623.14","661.47","1379.17","1087.78","780.27","367.05","312.48","633.42"
"Seychelles","","1.1","1","0.49","0.64","0.94","1.55","0.93","2.24","2.46","1.29","4.02","7.74","8.72","7.99","8.53","7.48","7.4","10.89","16.37","25.13","21.5","16.83","18.1","15.33","15.03","22.04","28.54","24.15","20.61","19.56","35.56","22.74","19.45","19.74","13.07","13.19","19.26","17.2","24.35","13.32","23.6","13.41","57.93","9.39","10.63","17.2","13.71","6.08","7.49","23.16","53.93","22.72","34.75","27.42","12","6.78","5.71"
"Sierra Leone","","6.72","14.97","7.6","9.79","10.06","17.52","10.22","7.49","10.73","8.81","6.63","10.41","10.2","14.08","10.32","16.63","13","25.28","39.31","52.92","90.56","59.6","81.75","64.8","57.91","63.8","90.49","66.01","101.52","98.66","59.32","103.27","133.06","206.47","273.73","212.27","182.52","118.01","106.53","73.73","180.64","334.63","383.21","337.17","376.23","339.98","380.34","550.53","379.34","447.29","458.3","423.89","439.75","449.07","914.03","946.33","693.15"
"Singapore","","-0.23","0.01","1.02","0.62","0.45","2.28","1.86","6.89","4.61","15.3","28.65","30.92","29.8","25.34","21.12","12.27","12.28","13.09","6.63","5.52","13.89","21.72","20.41","14.35","40.16","23.25","29.3","23.27","21.89","94.83","-3.1","7.77","19.94","23.64","16.86","16.66","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
"Slovenia","","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","7.14","31.87","52.54","82.2","96.62","39.76","31.05","60.81","125.56","52.76","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
"Solomon Islands","","1.84","2.01","2.31","2.95","2.91","4.23","5.31","6","6.69","7.45","8.22","7.07","12.56","11.63","12.02","22.3","19.86","16.72","26.56","26.3","44.53","31.11","28.41","27.45","19.35","20.84","30.03","56.82","58.31","49.41","45.66","36.61","45.57","56.13","47.89","47.69","42.62","41.77","42.63","39.67","68.25","58.77","26.18","60.14","121.32","198.4","204.64","246.18","224.31","204.96","340.49","339.39","305.1","289.83","200.52","190.03","181.5"
"Somalia","","21.47","23.21","23.77","30.45","21.75","28.67","50.23","14.41","31.9","32.96","27.62","30.57","29.73","50.96","80.95","165.4","101.15","234.95","263.04","274.09","479.96","382.38","473.88","341.03","347.59","350.71","506.5","587.07","431.72","419.15","514.81","186.42","653.66","892.12","535.12","187.93","88.18","81.18","81.32","115.7","102.23","149.3","152.72","176.18","201.28","240.22","396.17","393.74","765.87","661.64","505.68","1098.98","990.46","1054.58","1109.2","1253.37","1169.4"
"South Africa","","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","270.45","293.08","386.17","362.34","495.59","515.64","543.27","490.01","428.88","506.96","642.15","631.61","681.23","723.24","795.12","1114.91","1074.18","1036.27","1396.97","1065.83","1295.34","1077.4","1420.27","1181.39"
"South Sudan","","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","435.83","1186.26","1399.3","1964.12","1674.83","1590.1"
"Sri Lanka","","11.09","11.23","13.08","10.79","8.88","14.95","29.03","45.81","54.02","49.86","49.14","55.72","57.82","57.55","79.73","147.51","164.61","184.3","321.89","318.86","386.92","374.87","414.18","469.08","454.59","468.26","546.75","476.05","633.41","617.81","728.34","889.08","640.43","664.87","601.67","554.62","487.12","332.81","427.36","264.69","278.43","336.29","338.34","675.6","510.05","1164.9","788.09","609.76","721.84","704.2","579.62","613.46","490.89","403.17","491.63","427.23","365.12"
"States Ex-Yugoslavia","","69.89","165.08","165.77","154.91","101.07","76.59","115.37","3.15","-6.94","6.09","-39.18","-3.87","35.15","121.6","63.84","25.55","31.14","6.87","-45.11","-29.3","-17.03","-14.86","-7.8","2.53","2.78","10.29","18.31","34.85","43.75","42.9","46.03","158.06","1465.31","2500.73","1016","435.87","275.75","68.86","106.32","437.51","306.69","140.25","837","116.92","98.58","64.24","141.94","54.94","51.33","17.47","17.64","16.51","3.75","4.33","9.5","6.43","6.07"
"Sudan","","27.59","14.38","9.79","15.22","20.07","29.45","37.71","14.79","32.2","8.89","7.79","8.9","63.64","37.16","209.16","293.83","262.39","305.41","377.93","694.18","672.14","631.47","749.87","957.54","614.76","1124.71","934.74","890.49","930.47","741.92","848.24","867.11","536.31","447.9","408.29","237.43","218.1","138.94","211.21","246.34","225.29","192.26","304.93","620.23","994.58","1826.11","2048.44","2120.59","2566.43","2352.47","2025.85","1742.4","1369.13","1507.33","874.68","899.78","810.4"
"Suriname","","8.82","10.34","8.96","13.79","11.65","16.47","3.63","3.91","17.86","17.58","25.24","27.11","35.21","29.62","47.94","52.57","103.39","89.9","65.29","94.37","82.01","96.56","101.29","3.82","5.06","10.61","13.55","22.17","21.32","50.79","61.13","43.56","79.7","78.83","60.13","76.72","109.07","76.21","58.85","35.17","36.64","25.15","13.44","12.71","25.74","44.04","64.01","151.07","101.64","156.64","103.81","89.86","40.35","30.82","13.39","15.98","16.53"
"Swaziland","","8.49","11.44","6.79","6.49","12.75","15.22","10.59","9.56","7.89","9.79","6","2.06","8.71","10.45","14.32","14.46","13.27","27.47","43.45","48.47","48.14","35.21","26.36","32.38","28.93","23.97","32.93","43.54","38.27","29.66","53.63","52.92","56.01","54.21","57.78","57.75","33.05","28.44","34.96","29.15","13.13","29.15","22.16","34.19","21.92","46.71","34.78","50.67","70.01","55.77","91.14","124.09","89.62","117.79","86.37","92.63","147.45"
"Syrian Arab Republic","","18.39","16.2","24.98","2.71","4.7","3.27","20.29","5.81","5.22","10.99","21.84","21.68","54.55","425.78","771.5","827.48","795.52","1033.32","919.9","2054.88","1912.84","1810.65","1155.91","890.97","643.98","609.98","727.09","792.14","190.03","124.62","882.82","535.49","196.74","258.58","744.02","355.97","215.99","198.11","156.02","229.37","159.76","153.68","62.82","118.39","106.51","71.1","19.92","84.2","157.74","203.62","131.06","335.52","1671.6","3637.93","4174.31","4889.74","8869.64"
"Tajikistan","","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","11.84","25.96","66.5","65.08","103.14","85.94","160.59","122.5","124.09","165.56","168.8","147.98","248.54","252.44","241.98","234.77","287.43","405.8","433.13","349.12","394.23","390.55","356.46","426.35","333.7"
"Tanzania","","10.36","39.19","47.01","31.06","45.65","38.63","34.43","40.11","40.49","38.16","50.97","62.15","61.16","100.15","162.21","293.27","266.25","338.67","421.9","586.14","675.63","697.78","678.94","587.85","547.49","477.18","660.62","894.92","1007.85","906.89","1163.15","1073","1334.08","944.43","963.57","871.05","867.21","943.85","1001.5","991.94","1064.25","1274.9","1260.43","1725.76","1774.2","1492.45","1887.65","2823.81","2331.15","3127.2","2960.31","2441.83","2822.23","3433.24","2650.52","2582.24","2317.86"
"Thailand","","43.78","29.34","37.89","36.33","31.85","49.09","42.3","58.21","70.07","68.25","73.99","62.7","53.65","60.79","70.86","84.58","168.29","131.85","258.78","391.08","417.75","405.21","387.23","426.34","460.9","457.39","464.28","468.27","531.71","686.73","795.58","713.56","740.32","582.59","578.5","838.95","830.04","623.23","698.21","1014.14","698.58","282.15","295.21","-941.59","48.86","-167.49","-217.04","-310.99","-618.72","-75.78","-20.36","-134.12","-131.37","28.79","354.51","58.67","227.76"
"Timor-Leste","","..","1.64","..","..","..","..","..","0.32","..","..","..","..","..","..","0.01","0.25","0.45","..","0.01","0.46","0.5","0.25","0.23","0.45","..","..","0.3","..","0.02","..","0.1","0.94","0.13","0.42","0.23","0.02","0.08","0.43","1.67","152.82","231.27","194.17","219.05","175.03","161.24","184.62","209.14","279.96","277.7","216.6","291.46","278.71","283.64","258.57","249.54","212.29","227.7"
"Togo","","0.11","2.93","4.53","6.65","14.94","13.36","12.13","14.12","18.92","17.47","16.95","19.26","21.6","25.82","38.62","41.7","42.8","63.91","101.89","109.47","90.45","62.52","76.4","111.02","108.26","110.88","170.34","121.28","205.41","199.1","258.24","199.27","222.43","95.82","124.65","191.34","155.4","125.13","128.46","71.53","69.63","46.09","51.13","50.09","65.13","82.61","79.83","122.49","330.14","494.51","403.38","542.38","245.08","226.32","210.94","199.59","164.97"
"Tokelau","","..","..","..","..","..","..","..","..","..","..","..","..","0.42","0.44","0.88","0.21","1.2","1.17","0.96","1.77","1.9","1.42","1.93","1.81","1.84","1.73","1.99","1.82","3.72","4.56","4.78","4.44","4.27","2.87","3","3.73","4.88","4.41","3.58","4.66","3.52","3.88","4.78","6.42","8.44","15.98","10.93","12.89","21.43","9.82","14.6","20.04","18.74","24.06","18.69","8.73","9.09"
"Tonga","","0.01","0.02","0.07","0.05","0.06","0.5","0.61","1.32","1.58","0.59","1.35","0.71","1.17","1.34","3","3.27","4.43","6.67","9.47","23.79","16.38","18.03","17.36","17.91","15.63","13.36","14.9","21.19","18.67","24.51","29.75","19.29","23.7","31.23","35.16","38.84","32","27.52","24.68","21.19","18.93","20.38","22.48","27.73","19.53","32","21.56","30.93","25.71","37.35","70.42","93.48","78.18","81.09","80.33","68.4","79.72"
"Trinidad and Tobago","","..","0.08","0.55","11.52","12.03","16.24","9.04","2.14","8.62","6.7","5.78","6.25","4.39","4.2","5.72","5.39","4.71","5.5","4.46","4.06","3.93","-2.06","5.32","5.21","4.38","6.5","18.93","34.24","8.43","5.77","17.78","-2.21","7.46","1.43","21.14","24.86","16.5","33.03","13.78","26.2","-1.53","-1.73","-8.58","-3","-2.02","-1.98","13.39","20.8","9.29","6.84","4.33","..","..","..","..","..",".."
"Tunisia","","51.83","93.82","70.11","83.56","71.07","90.92","82.84","89.52","71.86","115.73","112.85","106.43","113.35","134.04","174.21","214.27","217.86","247.08","310.5","209.85","240.48","242.86","207.33","202.76","176.1","160.42","220.26","274.26","314.83","279.89","392.54","354.46","387.99","243.2","105.79","75.39","126.86","195.22","150.96","253.43","222.84","366.22","217.35","301.67","333.69","368.35","436.85","326.49","378.76","493.69","550.15","925.23","1022.13","714.66","922.7","474.54","627.43"
"Turkey","","137.31","188.28","229.59","222.67","162.08","189.41","202.97","197.73","174.63","172.15","175.8","203.59","232.51","82.92","50.19","58.49","126.03","93.01","175.61","583.42","952.93","727.1","647.5","355.86","240.48","180.1","339.96","378.87","281.78","144.91","1303.85","1610.03","356.27","447.73","198.35","313.56","246.08","6.76","28.09","12.45","328.57","133.26","273.44","167.64","288.88","399.33","569.26","795.66","1117.48","1356.24","1049.59","3288.27","3112.17","2847.84","3446.77","2145.22","3613"
"Turkmenistan","","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","6.59","31.09","26.58","30.7","23.64","20.82","27.53","25.35","35.53","74.93","44.11","28.84","54.04","29.05","41.11","28.77","18.15","40.68","43.8","40.82","37.66","35.91","34.48","23.62","32.99"
"Turks and Caicos Islands","","..","..","..","..","..","..","..","..","..","..","..","..","..","..","2.41","3.25","3.76","3.45","2.78","2.32","3.39","7.07","10.32","6.74","6.87","5.55","8.89","9.55","7.89","8.78","11.6","17.5","14.8","10.9","15.79","5.55","4.18","4.2","6.02","7.38","6.65","6.67","4.1","2.2","3.15","5.2","-0.42","15.39","..","..","..","..","..","..","..","..",".."
"Tuvalu","","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","0.05","2.94","2.38","2.85","4.1","4.91","5.35","6.23","4.21","5.47","3.33","4.3","25.68","13.97","6.92","5.06","5.01","8.06","4.25","7.37","7.85","10.34","10.13","5.19","6.78","4.03","9.51","11.71","6.31","8.07","9.12","15.41","11.81","16.2","17.71","14.01","38.91","25.48","27.59","34.3","49.65","33.67"
"Uganda","","20.6","21.23","28.77","19.59","22.49","20.12","23.58","21.58","22.22","27.5","32.9","31.76","40.83","22.15","17.53","51.84","20.94","16.72","39.49","47.26","113.35","135.66","131.35","136.71","162.07","179.48","191.56","298.95","391.59","516.5","663.1","663.28","724.95","609.99","751.97","833.96","674.88","813.44","658.1","607.68","855.93","828.94","732.98","1003.71","1222.24","1195.33","1589.23","1738.15","1643.39","1786.35","1690.14","1572.92","1642.5","1697.09","1633.68","1628.2","1757.13"
"Ukraine","","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","404.1","484.63","420.98","617.35","654.72","656.65","777.93","772.06","790.74","1403.82","1449.35","1523.13"
"United Arab Emirates","","0.41","0.54","0.43","0.39","0.58","0.02","1.3","1.57","1.13","0.87","5.29","5.61","4.68","0.76","0.59","4.05","1.04","34.86","1.69","7.03","4.08","0.33","4.69","4.31","3.32","4.05","34.18","114.68","-11.97","-5.93","3.54","-7.66","-9.73","-10.17","-8.03","5.41","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
"Uruguay","","17.33","-0.57","1.95","12.27","4.42","0.32","5.95","6.09","51.9","20.02","14.64","11.63","24.04","18.54","11.17","12.08","13.13","17.23","10.2","13.96","9.62","7.08","3.57","2.51","3.81","4.79","26.43","17.58","40.63","38.32","52.43","48.82","68.78","112.54","73.36","66.26","35","34.99","24.82","22.66","18.59","16.22","14.41","16.4","23.66","17.62","23.84","37.15","33.07","52.16","47.52","18.93","17.36","36.52","91.57","23.18","18.36"
"Uzbekistan","","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","1.51","7.98","28.25","83.72","87.69","139.88","158.5","156.34","186.44","154.09","190.18","195.45","245.76","169.07","149.76","167.85","183.6","190.65","234.44","204.1","255.91","295.16","324.67","447.81","457.36"
"Vanuatu","","0.15","0.28","0.41","0.51","0.65","0.58","2.17","2.01","2.33","3.22","3.23","4.8","6.16","7.44","16.13","12.48","30.93","14.55","18.78","38.32","43.98","30.38","25.87","26.77","24.27","21.63","24.27","50.89","38.93","39.51","49.53","52.24","39.83","34.98","41.72","45.58","31.07","27.23","40.71","37.28","45.8","31.62","27.52","32.66","38.2","39.89","49.01","56.84","92.41","100.15","107.86","91.09","101.94","91.34","100.41","186.56","128.64"
"Venezuela","","-7.49","-4.88","68.89","47.72","-51.7","3.8","30.47","20.53","54.01","13.99","9.8","10.21","21.25","15.88","7.83","18.16","-0.5","-0.23","-14.77","6.52","15.18","13.76","12.35","9.47","14.07","11.14","15.94","18.33","22.69","59.8","76.36","28.11","33.39","40.75","26.2","43.32","37.78","9.01","42.37","44.66","78.56","46.66","58.55","82.81","46.97","49.17","57.69","73.52","60.69","59.43","53.34","49.78","50.79","37.83","43.13","36.59","43.37"
